customer_id,country,country_risk_category,is_pep,account_age_months,monthly_txn_count,avg_txn_amount,cash_txn_ratio,cross_border_txn_ratio,has_adverse_media,kyc_doc_complete,channel,high_risk
CUST00201,Country_B,high,0,8,19,5128.69,0.14,0.14,0,1,mobile,0
CUST00202,Country_G,low,0,0,16,1029.29,0.07,0.42,0,1,online,0
CUST00203,Country_J,low,1,43,17,13629.19,0.21,0.35,0,1,mobile,0
CUST00204,Country_H,low,0,23,7,1030.12,0.07,0.41,0,1,online,0
CUST00205,Country_I,low,0,5,11,5793.25,0.19,0.09,1,1,branch,0
CUST00206,Country_I,low,0,7,16,2841.04,0.42,0.17,0,1,mobile,0
CUST00207,Country_C,high,0,106,17,976.07,0.13,0.04,0,1,branch,0
CUST00208,Country_D,medium,0,11,15,2799.93,0.37,0.21,0,1,branch,0
CUST00209,Country_F,low,0,22,18,14102.8,0.44,0.29,0,1,online,0
CUST00210,Country_F,low,0,29,16,5311.22,0.12,0.07,0,1,mobile,0
CUST00211,Country_J,low,1,5,12,3998.79,0.15,0.2,0,1,mobile,1
CUST00212,Country_G,low,0,12,12,4401.94,0.08,0.31,0,1,branch,0
CUST00213,Country_I,low,0,35,20,7461.6,0.12,0.2,0,1,branch,0
CUST00214,Country_H,low,1,35,12,2118.59,0.13,0.3,0,0,online,1
CUST00215,Country_F,low,0,44,17,10271.67,0.23,0.04,0,0,branch,0
CUST00216,Country_I,low,0,20,11,33689.08,0.17,0.19,0,1,mobile,0
CUST00217,Country_J,low,0,10,15,15514.33,0.44,0.3,0,1,branch,0
CUST00218,Country_I,low,1,30,14,1335.98,0.07,0.2,0,0,online,0
CUST00219,Country_J,low,0,46,13,3698.53,0.18,0.07,0,1,branch,0
CUST00220,Country_I,low,0,14,15,2484.95,0.05,0.12,0,1,branch,0
CUST00221,Country_J,low,0,36,9,6256.55,0.11,0.14,0,1,online,0
CUST00222,Country_I,low,0,9,12,34791.91,0.32,0.04,0,1,online,0
CUST00223,Country_J,low,0,14,16,6948.35,0.05,0.43,0,1,online,0
CUST00224,Country_C,high,1,1,21,49054.22,0.24,0.11,0,1,online,1
CUST00225,Country_I,low,1,31,14,10275.82,0.18,0.15,0,1,mobile,0
CUST00226,Country_J,low,0,13,12,4904.99,0.31,0.12,0,0,mobile,0
CUST00227,Country_F,low,0,44,15,6738.94,0.43,0.43,0,1,mobile,0
CUST00228,Country_I,low,0,2,14,8025.57,0.25,0.15,0,0,mobile,0
CUST00229,Country_J,low,0,5,19,924.57,0.09,0.13,0,1,mobile,0
CUST00230,Country_C,high,0,5,15,1041.53,0.42,0.02,0,1,branch,1
CUST00231,Country_G,low,0,5,20,5356.26,0.1,0.4,0,1,branch,0
CUST00232,Country_I,low,0,15,22,1604.86,0.35,0.59,0,1,branch,0
CUST00233,Country_E,medium,0,56,18,26789.13,0.17,0.62,0,1,mobile,0
CUST00234,Country_F,low,0,33,15,3089.27,0.2,0.6,0,1,online,0
CUST00235,Country_E,medium,0,38,20,6162.18,0.09,0.25,0,1,online,0
CUST00236,Country_G,low,0,1,22,23747.33,0.18,0.27,0,1,branch,0
CUST00237,Country_H,low,0,10,15,2692.39,0.42,0.5,0,1,mobile,0
CUST00238,Country_A,high,0,25,18,2281.31,0.37,0.12,0,1,branch,0
CUST00239,Country_B,high,0,11,12,2435.19,0.35,0.41,0,1,mobile,1
CUST00240,Country_H,low,0,4,19,1395.44,0.11,0.27,0,1,online,0
CUST00241,Country_C,high,0,0,22,2035.66,0.08,0.05,0,1,online,0
CUST00242,Country_D,medium,0,154,15,4614.38,0.28,0.08,0,0,branch,0
CUST00243,Country_I,low,0,3,8,1164.83,0.16,0.05,0,1,online,0
CUST00244,Country_A,high,0,11,16,4962.7,0.15,0.07,0,1,branch,0
CUST00245,Country_I,low,0,47,14,544.13,0.14,0.06,0,1,branch,0
CUST00246,Country_J,low,0,59,12,7858.75,0.3,0.18,0,0,branch,0
CUST00247,Country_I,low,0,0,9,20851.13,0.05,0.11,0,0,online,0
CUST00248,Country_G,low,0,0,15,3688.78,0.4,0.15,0,1,mobile,0
CUST00249,Country_F,low,0,33,10,5902.08,0.11,0.38,0,1,online,0
CUST00250,Country_G,low,0,54,12,4778.02,0.29,0.27,0,1,online,0
CUST00251,Country_F,low,0,10,14,707.01,0.13,0.71,0,1,branch,0
CUST00252,Country_F,low,0,11,13,626.35,0.21,0.09,0,1,mobile,0
CUST00253,Country_I,low,0,31,19,7794.68,0.08,0.12,0,1,branch,0
CUST00254,Country_J,low,0,6,12,33165.69,0.37,0.19,0,1,online,0
CUST00255,Country_H,low,0,26,14,29878.96,0.35,0.19,0,1,branch,0
CUST00256,Country_F,low,0,3,11,9952.99,0.19,0.25,0,1,mobile,0
CUST00257,Country_I,low,0,56,14,12654.19,0.02,0.04,0,1,branch,0
CUST00258,Country_F,low,0,29,19,3763.17,0.03,0.12,0,1,mobile,0
CUST00259,Country_H,low,0,12,11,4265.49,0.22,0.32,0,1,branch,0
CUST00260,Country_I,low,0,75,11,1358.74,0.14,0.08,0,1,online,0
CUST00261,Country_B,high,0,6,14,2882.77,0.43,0.34,0,1,online,1
CUST00262,Country_D,medium,0,117,25,7258.83,0.31,0.09,0,1,mobile,0
CUST00263,Country_G,low,0,21,8,34573.94,0.2,0.17,0,1,mobile,0
CUST00264,Country_G,low,0,41,12,74370.49,0.36,0.19,0,1,mobile,0
CUST00265,Country_H,low,0,5,11,6742.56,0.11,0.4,0,1,mobile,0
CUST00266,Country_J,low,0,14,6,3671.15,0.31,0.04,0,1,branch,0
CUST00267,Country_H,low,0,10,21,17448.66,0.21,0.17,0,0,branch,0
CUST00268,Country_H,low,0,16,18,7823.87,0.15,0.25,0,1,mobile,0
CUST00269,Country_H,low,0,15,18,650.01,0.26,0.03,0,1,mobile,0
CUST00270,Country_D,medium,0,30,17,7720.17,0.14,0.52,0,1,branch,0
CUST00271,Country_H,low,0,22,18,25936.4,0.05,0.13,0,1,branch,0
CUST00272,Country_C,high,0,29,14,3048.1,0.04,0.04,0,1,branch,1
CUST00273,Country_I,low,0,18,12,24269.65,0.26,0.44,0,1,branch,0
CUST00274,Country_F,low,0,11,22,694.37,0.12,0.29,0,1,online,0
CUST00275,Country_J,low,0,2,9,1840.39,0.07,0.34,0,1,branch,0
CUST00276,Country_B,high,0,16,19,15474.16,0.09,0.06,0,1,online,0
CUST00277,Country_H,low,0,34,18,59003.56,0.19,0.16,0,1,online,0
CUST00278,Country_J,low,0,10,19,48950.1,0.21,0.18,0,1,online,0
CUST00279,Country_E,medium,0,42,13,7647.15,0.1,0.19,0,1,branch,0
CUST00280,Country_F,low,0,37,9,2436.18,0.04,0.2,0,1,online,0
CUST00281,Country_F,low,0,8,5,340.82,0.56,0.03,0,0,branch,1
CUST00282,Country_E,medium,0,140,14,9472.08,0.43,0.39,0,0,online,1
CUST00283,Country_D,medium,0,7,12,553.23,0.24,0.01,0,1,branch,0
CUST00284,Country_I,low,0,15,17,6719.61,0.07,0.26,0,1,branch,0
CUST00285,Country_A,high,0,24,12,25207.25,0.09,0.14,0,1,online,0
CUST00286,Country_J,low,0,8,9,49541.39,0.24,0.12,0,1,online,0
CUST00287,Country_F,low,0,73,14,9345.48,0.31,0.15,0,1,branch,0
CUST00288,Country_H,low,0,13,14,4229.7,0.54,0.17,0,1,online,0
CUST00289,Country_H,low,0,18,19,2298.24,0.1,0.25,0,1,mobile,0
CUST00290,Country_F,low,0,5,15,718.03,0.23,0.19,0,1,mobile,0
CUST00291,Country_D,medium,0,20,18,3664.43,0.38,0.02,0,1,branch,0
CUST00292,Country_E,medium,0,1,12,1193.18,0.08,0.13,0,0,mobile,0
CUST00293,Country_H,low,0,14,22,10862.52,0.33,0.21,0,1,online,0
CUST00294,Country_J,low,1,72,22,9953.5,0.19,0.31,0,1,branch,0
CUST00295,Country_I,low,0,26,16,1329.66,0.09,0.42,0,1,online,0
CUST00296,Country_G,low,0,19,15,8790.58,0.19,0.16,0,1,mobile,0
CUST00297,Country_J,low,0,12,17,18823.72,0.27,0.22,0,1,branch,0
CUST00298,Country_I,low,0,1,10,992.9,0.05,0.09,0,1,online,0
CUST00299,Country_F,low,0,39,12,15193.22,0.12,0.2,0,1,mobile,0
CUST00300,Country_G,low,0,32,19,926.22,0.16,0.19,0,1,online,0
CUST00301,Country_E,medium,0,14,12,922.02,0.15,0.11,0,1,branch,0
CUST00302,Country_H,low,0,3,24,4511.95,0.25,0.12,0,1,mobile,0
CUST00303,Country_I,low,0,3,23,15054.3,0.12,0.14,0,1,online,0
CUST00304,Country_E,medium,0,10,23,3335.43,0.38,0.22,0,1,mobile,0
CUST00305,Country_E,medium,0,41,13,782.7,0.06,0.12,0,1,online,0
CUST00306,Country_F,low,1,25,22,32916.69,0.28,0.25,0,1,branch,1
CUST00307,Country_I,low,0,48,19,11013.16,0.12,0.23,0,1,mobile,0
CUST00308,Country_H,low,0,25,21,12336.59,0.1,0.09,0,1,mobile,0
CUST00309,Country_D,medium,0,2,14,2186.96,0.27,0.42,0,0,mobile,0
CUST00310,Country_H,low,0,14,12,6037.2,0.35,0.19,0,0,online,0
CUST00311,Country_J,low,0,0,16,2460.47,0.43,0.1,0,0,mobile,1
CUST00312,Country_G,low,0,51,18,19932.14,0.14,0.07,0,0,online,0
CUST00313,Country_F,low,0,12,8,12119.38,0.06,0.37,0,1,online,0
CUST00314,Country_C,high,0,31,11,3210.93,0.43,0.38,0,1,mobile,1
CUST00315,Country_G,low,0,28,19,5064.45,0.23,0.1,0,1,online,0
CUST00316,Country_F,low,0,12,15,1530.18,0.47,0.09,0,1,online,0
CUST00317,Country_G,low,0,6,20,17400.76,0.01,0.24,0,1,mobile,0
CUST00318,Country_A,high,0,35,14,3203.59,0.15,0.15,0,1,online,0
CUST00319,Country_I,low,0,16,21,17702.69,0.41,0.4,0,1,mobile,0
CUST00320,Country_G,low,0,19,16,8258.31,0.05,0.07,0,1,mobile,0
CUST00321,Country_G,low,1,10,17,3343.49,0.21,0.18,0,1,branch,0
CUST00322,Country_H,low,0,49,16,5521.34,0.33,0.25,0,1,mobile,0
CUST00323,Country_I,low,0,20,13,744.83,0.05,0.22,0,1,branch,0
CUST00324,Country_D,medium,0,22,9,8678.01,0.31,0.1,0,1,online,0
CUST00325,Country_H,low,0,12,17,5262.38,0.07,0.48,0,1,branch,0
CUST00326,Country_F,low,0,14,9,20329.32,0.35,0.12,0,1,branch,0
CUST00327,Country_G,low,0,4,22,16885.01,0.33,0.02,0,1,branch,0
CUST00328,Country_D,medium,0,5,15,3520.28,0.04,0.36,0,1,online,0
CUST00329,Country_A,high,0,16,17,17887.18,0.41,0.28,0,0,branch,1
CUST00330,Country_G,low,0,7,12,4545.7,0.29,0.32,0,1,branch,0
CUST00331,Country_F,low,0,8,17,7416.98,0.42,0.08,0,1,mobile,0
CUST00332,Country_F,low,1,73,13,5582.77,0.17,0.05,0,1,mobile,0
CUST00333,Country_I,low,0,1,22,1189.92,0.19,0.12,0,1,branch,0
CUST00334,Country_F,low,0,14,19,491.62,0.36,0.14,0,0,mobile,0
CUST00335,Country_H,low,0,19,12,75652.88,0.21,0.13,0,1,branch,0
CUST00336,Country_I,low,0,28,11,1114.28,0.19,0.43,0,1,online,0
CUST00337,Country_F,low,0,4,10,9622.24,0.12,0.37,0,1,mobile,0
